Origin,Dest,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
LBR,PHL,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,7,2,1,2,1,1,1
SAU,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VNM,YEM,,,,,,,,,,,,,,67,50,50,,,,,,,,19,19,9,2,2,27,27,27,27,29,29,28
TJK,ITA,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,2,2,2,3,3,3,1,1,1
SYR,MAR,,,,,,,,,,,,,,,,,,,,,,1,,,,9,9,9,9,9,3,2,2,,
IND,BLR,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1
SVN,USA,,,,,,,,,,,,,,,,,,,,,,4,7,7,9,8,,8,10,8,14,14,12,12,12
HUN,CHE,,,,,,,,,,,,,,,,,,,1847,1338,,,,102,89,75,66,60,48,28,25,19,20,20,15
TGO,NLD,,,,,,,,,,,,,,,,,,19,19,29,59,90,116,136,,187,210,233,258,278,298,307,291,250,230
TTO,SWE,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
BHS,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,0
SRB,CHL,,,,80,,,,,,,,,,,,,,,17,17,9,1,1,1,28,28,7,6,11,11,12,12,12,12,
DEU,USA,,,,,,,,,,,,,,,,,,,,,,4,7,13,17,23,,,28,30,29,61,64,63,61
VNM,AUT,,,,,,,,,,,,,,,,,,,,,,,,350,299,243,181,172,139,118,102,52,52,51,45
SDN,BGR,,,,,,,,,,,,,,,,,,,1,3,9,20,11,10,19,20,66,158,168,163,171,172,175,181,181
MRT,SEN,,,,,,,,,,,,,,,48236,52995,66798,66498,67844,67844,65937,64030,56229,55133,19999,19803,19783,19777,19777,19778,19712,19630,19503,32292,21377
BIH,TUN,,,,,,,,,,,,,,,,,,,,6,10,15,7,5,2,2,2,2,2,2,2,2,2,,
TUR,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
*VA,MRT,,,,,,,,,,,,,50,,,,,,,,,,,,,,,5,5,7,2,4,,,
TCD,RWA,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,9,9,9,8,8,9,7
BDI,SEN,,,,,,,,,,,,,,,,,,,11,11,41,71,75,70,82,79,74,74,72,65,62,56,51,51,51
GTM,BEL,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,5,4,2,7,8,7,6,6,6
AGO,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
KWT,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,9,27,47,57,59
MAC,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5,,,,,
SLE,NER,,,,,,,,,,,,,,,,,,,,,,5,2,3,12,,,5,,,,,,,
SLE,IDN,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,,,,,,,
MDG,USA,,,,,,,,,,,,,,,,,,,,,,1,1,4,7,10,,,10,7,9,18,15,16,15
MMR,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
*VA,GNB,,,,,,,,,,,,,,,,,,,,,,,38,38,49,50,,,4,4,4,4,4,,
ZAF,LBY,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
AFG,IRN,,,,,100000,300000,1500000,1600000,1800000,1900000,1900000,2190000,2350000,2350000,2350000,3061110,3186616,2900666,1850000,1623331,1518995,1414659,1411759,1400722,1325724,1482000,1482000,1104909,834699,952802,920248,914260,906071,935595,1022494
LBN,MEX,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,1,1
SOM,LTU,,,,,,,,,,,,,,,,,,,,,,,,,1,1,22,22,22,22,22,22,22,22,22
GMB,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
COM,USA,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,,,3,4,22,7,9,7,7
IDN,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
ERI,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,0
ERI,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4
ECU,CHE,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,5,8,13,9,6,11,9,9,6
ETH,COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8
QAT,CAN,,,,,,,,,,,,,,,,,,,,49,33,17,18,21,,,,,,,2,2,2,4,4
SOM,BGR,,,,,,,,,,,,,,,,,,,8,16,19,23,9,8,16,16,30,46,68,100,115,119,120,126,129
CIV,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188,9552,4735,3233,4335,4277,3864,3968
PRY,MEX,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
SAU,GRC,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,
BIH,BRA,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,15,15,13,13,6,4,4,4,4
ZMB,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,1,1,1,1,1
*VA,LKA,,,,,,,,,,,,,,,,,15,21,19,,,,,,,,,,,,,,,,
BEN,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
BDI,AGO,,,,,,,,,,,,,,,,,,,1,2,2,3,4,3,6,6,18,18,10,12,10,10,10,10,11
*ST,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,4,2,2,1
SLV,DNK,,,,,,,,,,,,,,,7,7,1,1,1,1,,,,,,,,,,,,,,,
HRV,MKD,,,,,,,,,,,,,,,,,,,2508,2000,,,,,,,,,,,,,,,
MMR,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,1,1,1,,
BLR,BEL,,,,,,,,,,,,,,,,,,,,,,,,5,6,8,9,13,62,105,146,170,159,124,108
ETH,NLD,,,,,,,,,,,,,,,,,,2396,2526,2628,2562,2496,2288,2211,,1842,1766,903,824,789,706,697,576,609,636
COD,MOZ,,,,,,,,,,,,,,,,,,,,47,36,25,,,33,33,33,33,101,275,1079,1380,1340,1677,1932
SRB,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LKA,BOL,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,1,,
UZB,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
LAO,SWE,,,,,,,,,,,,,,,,46,140,175,179,190,194,198,207,212,,178,84,50,51,42,39,34,24,19,13
TUR,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,3
MNG,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,4
RWA,ESP,,,,,,,,,,,,,,,,,,,1,4,10,16,19,20,23,33,39,39,38,36,31,25,30,27,24
AGO,MWI,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
SRB,VEN,,,,,,,,,,,,,,,,,,,5,6,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
ETH,GMB,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,,3,3,1,1,1,1,1,,
TKM,USA,,,,,,,,,,,,,,,,,,,,,,8,26,41,65,78,99,102,95,114,165,266,256,273,290
COM,CAN,,,,,,,,,,,,,,,,,,,,3,4,4,4,7,,1,3,4,4,4,5,3,7,7,7
ETH,NOR,,,,,,,,,,,,,,,,,,,,,,,321,457,722,783,800,754,867,934,999,1003,707,876,1065
GIN,ESP,,,,,,,,,,,,,,,,,,,,,,,2,2,3,7,16,16,17,17,20,20,18,15,14
RWA,NAM,,,,,,,,,,,,,,,,,,,3,22,32,42,115,30,31,,,,612,1,1,,54,62,80
GHA,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CHN,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,12,12,12
TUN,ISL,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,
USA,CAN,,,,,,,,,,,,,,,,,,,,354,242,130,57,30,,148,191,176,167,232,567,976,1537,1746,2019
RWA,GHA,,,,,,,,,,,,,,,,,,,9,,,8,15,22,28,30,30,18,,,3,8,2,2,18
NGA,CHL,,,,,,,,,,,,,,,,,,,,,,,2,,,9,4,4,7,7,8,8,8,8,
COD,NGA,,,,,,,,,,,,,,,,,,,53,59,58,57,96,62,70,,,,105,133,703,750,761,773,760
USA,DNK,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,1,1,1,1,1
BIH,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,63,65,65,65,65,2,2,2,2
TGO,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,
MNE,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BRA,BEL,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,1,1,,,,,
CIV,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,83,105,136,134,140,71
CHL,PRT,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
KHM,IDN,,,,,,,,2610,1360,1000,670,50,,80,72,1811,1687,576,520,,,1,,,,,,,,,,,,,
CMR,BFA,,,,,,,,,,,,,,,,,,,24,,,,24,14,12,14,5,5,6,6,4,7,7,7,8
BLR,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2
IRQ,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
HRV,FRA,,,,,,,,,,,,,,,,,,,,,,33,34,43,48,53,58,65,58,61,63,66,70,72,75
TZA,MWI,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
POL,PER,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4
AGO,BFA,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,,,,,,,,,
COD,ROU,,,,,,,,,,,,,,,,,,,,,,,3,23,29,22,23,23,22,22,22,22,23,10,4
MRT,BEL,,,,,,,,,,,,,,,,,,,,,,,,71,52,78,33,21,17,30,52,92,71,76,116
ZAF,SWE,,,,,,,,,,,,,,,,25,23,13,26,26,26,26,27,27,,16,14,14,1,1,1,1,,,
DZA,AUS,,,,,,,,,,,,,,,,,,,,,,23,107,231,300,331,335,256,137,67,24,16,194,84,32
OMN,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
CIV,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,45,49,54,54
TCD,MLI,,,,,,,,,,,,,,,,,,,,,,21,10,25,37,39,39,41,38,40,41,42,42,42,42
CIV,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,3
NGA,MOZ,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
ETH,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1
AFG,TKM,,,,,,,,,,,,,,,,,,,400,400,1750,3100,5450,1115,1442,1450,1515,1263,1224,1030,749,710,85,46,29
SOM,NLD,,,,,,,,,,,,,,,,,,5002,6927,10240,13013,15787,16970,17760,,19363,19543,15688,14046,11239,10715,8086,7919,8565,11068
*PA,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HUN,NOR,,,,,,,,,,,,,,,,,,,,,,,3,3,5,,,,,,1,4,4,4,4
ITA,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
MAR,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,4,4,4,4,5,9
SVK,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
MRT,USA,,,,,,,,,,,,,,,,,,,,,,815,1206,1587,1930,1900,1833,1687,1415,1300,1483,3131,2871,2429,2167
CMR,GNB,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
GIN,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
TJK,BLR,,,,,,,,,,,,,,,,,,,,,,,,,9,14,19,18,18,18,20,20,19,16,15
BRA,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,9,9
CUB,CHE,,,,,,,,,,,,,,,,,,,,,,,,36,43,57,57,57,53,54,56,56,53,56,43
SOM,LKA,,,,,,,,,,,,,,,,,,,,1,2,3,1,1,1,1,1,1,,,,,,,
POL,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
SDN,ALB,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
BLZ,DNK,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
RUS,GBR,,,,,,,,,,,,,,25,29,37,76,84,131,145,157,169,194,215,,645,655,1190,1546,1791,1886,1970,1982,1987,1820
UKR,ESP,,,,,,,,,,,,,,,,,,,1,3,4,6,6,11,25,42,54,62,65,67,68,65,65,56,42
ERI,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7,7,7,7,9,9,9
ETH,SAU,,,,,100000,100000,65000,57000,57000,100000,120000,130000,,,,,,,,,,,,,,1,1,,,,,,,9,9
TCD,ETH,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,,,
*VA,NOR,3000,1000,6000,6000,6000,6000,6000,6000,10000,10000,11800,13200,15000,10952,18500,19581,29054,29846,38375,44617,46513,48409,23259,17946,543,548,556,7324,7034,2721,1396,558,309,64,64
BGD,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NAM,CAN,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,5,12,15,20,22
UZB,CAN,,,,,,,,,,,,,,,,,,,,26,44,63,77,81,,108,129,123,133,165,276,346,227,238,243
LKA,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,9,13,16,20,25,21,29,31
LTU,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
COD,ETH,,,,,,,,,,,,,,,,,,,13,44,42,41,44,42,40,43,53,60,76,82,122,178,230,225,295
CMR,COD,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
RUS,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,11,11,8,8,8,8
HRV,SRB,,,,,,,,,,,,,,,,,,166910,147833,72124,184611,297099,293246,296597,297994,289924,245252,228655,189746,180117,100651,71111,70169,69505,62145
COD,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,7
SLV,NIC,,,,,,4000,20810,22740,17500,17500,16700,7800,8500,7910,7090,7142,6066,5588,5399,286,401,517,434,434,434,330,322,314,290,265,192,161,140,114,47
ITA,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ERI,NZL,,,,,,,,,,,,,,,,,,,,,,21,22,32,,81,63,63,126,120,96,98,6,7,8
IRQ,PAK,,,,,,,,,,,,,,240,1700,1700,1100,1320,1225,1228,1183,1139,1095,916,549,371,213,181,123,107,84,86,84,109,98
IRN,THA,,,,,,,,70,100,,,,,,,,,,,,,9,8,3,11,21,14,17,17,18,29,20,21,15,9
POL,ESP,,,,,,,,,,,,,,,,,91,27,27,12,,,,,,,,,,,,,,,
IND,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,,,,,,
HND,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
ETH,PHL,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,7,6,6,5,3,2,1,1,1,1
UGA,LBR,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
SLE,BDI,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
MDA,UKR,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
ZWE,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
ETH,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
MMR,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,9,21,30,57,101
GNB,CAN,,,,,,,,,,,,,,,,,,,,5,4,4,4,2,,,1,2,6,9,14,18,23,23,23
EGY,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,3,4,4,3,4
VNM,KOR,,,,70,170,,60,70,,,,,60,120,230,230,162,149,,,,,,,,,,,,,,,,,
GNB,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,USA,,,,,,,,,,,,,,356,379,315,610,494,415,378,204,31,39,52,56,46,55,52,33,30,27,68,63,49,50
TCD,ITA,,,,,,,,,4,6,8,8,8,8,8,8,8,8,4,3,2,1,1,1,,2,2,2,2,8,11,11,18,44,60
FIN,USA,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,1,1,1,3,3,2,6
COG,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
BDI,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,283,283,178,134,120,123,145
CHN,NOR,,,,,,,,,,,,,,,,,,,,,,,32,35,55,54,55,53,124,162,220,252,249,265,308
MLI,TGO,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
BTN,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
BGD,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
SOM,PAK,,,,,,,,,,,,,,,,,300,440,747,909,915,922,847,926,879,434,418,394,309,301,255,244,354,491,528
AGO,YEM,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,0
SLV,GBR,,,,,,,,,,,,,,51,51,46,17,5,4,,,,,,,,,,,3,3,3,3,3,3
LKA,IDN,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,5,,,,2,78,79,121
LBR,ROU,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,4,4,4,4,4,4
LBR,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,16,9,7,7,12,27,30,35,48,47
SOM,GRC,,,,,,,,,,,,,,,,,,,30,29,,,,,,,5,2,2,2,3,17,19,24,23
SEN,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,,,,,,,
ZWE,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,6
TZA,GBR,,,,,,,,,,,,,,5,5,5,3,1,,,,,5,10,,215,235,260,291,304,310,310,306,301,197
*PA,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,47,105,156
ALB,SYR,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
*VA,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
BOL,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,13,13,13,13,13
ERI,GHA,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,1,1,1
AFG,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,5
MAR,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BTN,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
BFA,BEL,,,,,,,,,,,,,,,,,,,,,,,,7,4,6,2,4,4,3,1,8,11,13,21
ETH,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CHL,SRB,,,,130,130,130,120,100,100,100,90,,,,,,,,,,,,,,,,,,,,,,,,
PAK,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43,91,79,99,34,42
BHR,USA,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,12,15,14,19,19,18,18
SVK,DNK,,,,,,,,,,,,,,,,,,,,,,,,15,24,24,6,13,13,13,13,13,13,10,1
EGY,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3
JOR,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
CAF,NLD,,,,,,,,,,,,,,,,,,,,,,,1,1,,4,5,5,5,7,8,11,7,8,8
COD,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,9,9,30,45,55,73,86
BEN,SEN,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
LBR,MEX,,,,,,,,,,,,,,,,,,,,,,,2,4,7,7,7,5,5,,,,,,
GMB,VEN,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,2
ESP,DZA,,450,,,,,,,300,,,,,,,,,,,,,,1,,,1,1,,,,,,,,
IRQ,BGD,,,,,,,,,,,,,,,,,,,2,7,7,1,,,,,,,,,,,,8,3
LCA,CAN,,,,,,,,,,,,,,,,,,,,,,2,2,4,,7,9,7,11,32,96,151,216,278,312
LBR,TCD,,,,,,,,,,,,,,,,,,,1,3,,,10,11,11,11,12,15,145,,,,,,
*VA,GTM,,,,,,,,,,,,,,210047,218169,218183,218226,218241,58,58,,,9,,,,,,,,,,,,
LBY,ARE,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,6,6,,,,,,0
CUB,MEX,,,,,,,,,,,,,,,,,,,36,39,,,21,25,28,31,41,28,26,27,27,30,20,20,22
SDN,SRB,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,1,1,,,,
EST,DNK,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,,1,1,1,1,1,,,0
ERI,SDN,,,,,,,,,,,,,,,,,500000,502600,424500,419295,373801,328307,315030,342295,342129,367735,324546,305294,108251,110927,116746,157220,160488,124785,113528
UZB,SWE,,,,,,,,,,,,,,,,,,,2,19,23,28,29,40,,57,65,91,156,227,788,1275,1282,1328,1379
BIH,NLD,,,,,,,,,,,,,,,,,,,4668,11134,16588,22042,23675,23833,,24229,24439,24556,19943,13518,6435,2747,1140,964,828
ISR,FIN,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,3,3,3,4,4,5,5,5
SLE,GBR,,,,,,,,,,,,,,8,8,8,8,8,5,20,40,60,75,120,,1840,3390,3760,4014,4118,4161,4172,4220,4184,3519
NGA,FIN,,,,,,,,,,,,,,,,,,,,,,,,8,11,13,14,12,17,30,33,40,44,50,55
COD,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,26,27,37,24,30,7,7,7
SRB,MKD,,,,,,,,,,,,,,,,,,,,,,,,900,21000,8878,4307,2765,167,979,1249,1218,1213,1650,1520
CHN,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,5,1
SRB,HUN,,,,,,,,,,,,,,,,,43000,29500,643,912,2809,4706,3243,486,,2344,1982,1976,1989,2251,2388,2359,2329,2143,702
SLE,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,33,34,36,36,50,80,80,79,74,56
BHS,USA,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,8,9,11,13
LBN,LKA,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
KGZ,USA,,,,,,,,,,,,,,,,,,,,,,18,32,38,196,362,478,558,593,576,500,870,237,265,302
ECU,BEL,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,,4,4,2,,,
LKA,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,
GNB,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,5,5
POL,GBR,,,,,,,,,,,,,,266,254,248,234,185,65,5,5,5,10,10,,75,85,125,177,171,171,171,166,166,146
DJI,USA,,,,,,,,,,,,,,,,,,,,,,,16,31,39,39,,,9,8,21,47,4,7,20
LKA,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,4
BDI,ECU,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,1,2,2,2
SOM,GHA,,,,,,,,,,,,,,,,,,,2,2,,,,1,1,1,1,1,,1,1,1,,,17
COD,SWZ,,,,,,,,,,,,,,,,,,,76,134,125,117,138,117,135,115,115,91,94,96,120,117,134,133,126
ETH,PAK,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,1,1,,1,,,4,4,4
DJI,EGY,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,7,7,7,7,5,6,5,5,5
GIN,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
ETH,CHL,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,
STP,AUS,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
LBN,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14
BDI,COG,,,,,,,,,,,,,,,100,,,,,,,,6,140,130,130,130,93,76,68,63,47,55,56,54
NGA,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,1509,1607,5984,1096,1143,1237,2640
NPL,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,483,483,530,225,248,259,350
ROU,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ZAF,DOM,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,
GNQ,CAN,,,,,,,,,,,,,,,,,,,,2,3,4,3,2,,4,4,4,5,6,5,7,15,15,15
ARM,ESP,,,,,,,,,,,,,,,,,,,6,38,68,98,129,148,172,229,266,281,301,286,253,228,197,181,159
NGA,SEN,,,,,,,,,,,,,,,,,,,,,,12,7,7,8,8,8,8,8,8,8,8,7,7,7
NER,BEN,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,2,2,2,2,2,2,,,,
HTI,HND,,,,,,,,,,,,,,,,,146,48,50,52,,,9,9,8,7,8,8,8,9,9,9,9,9,7
LSO,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,5,4,4,2
*ST,VEN,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
*PA,PHL,,,,,,,,,,,,,,,,,,,74,,,52,48,52,18,18,12,15,14,15,15,17,20,20,18
RUS,URY,,,,,,,,,,,,,,,,,,,39,47,59,71,63,84,32,28,28,25,11,11,12,11,11,11,11
MOZ,CHE,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,5,5,5,9,9,4
LKA,DOM,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,
UKR,PAN,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,2,2,2,2,2,2,2,2,2,2
CHL,AUS,,,,,,,,,,,,,,,,,,,,,,6,7,7,8,7,3,2,2,1,1,1,3,3,2
CPV,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,2,18,11,10,3
SOM,IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
BRA,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,5,6,6,5,5,5,6
KHM,AUT,,,,,,,,,,,,,,,,,,,,,,,,178,177,180,42,32,23,21,20,16,13,6,5
RWA,TZA,23100,23600,24370,25100,26330,,710,,,,21000,22300,22300,22299,22290,22297,50000,50012,51942,626196,323108,20020,410,4760,20098,27372,3034,2717,24,188,11,,,170,
LBR,GAB,,,,,,,,,,,,,,,,,,,,,,41,40,37,34,12,12,8,10,10,3,2,6,7,7
